TA2ID;English
1804;Midcarpal joint
1805;Radiate carpal ligament
1806;Dorsal intercarpal ligaments
1807;Dorsal scaphotriquetral ligament
1808;Palmar intercarpal ligaments
1809;Scaphotrapeziotrapezoidal ligament
1810;Scaphocapitate ligament
1811;Palmar scaphotriquetral ligament
1812;Triquetrocapitate ligament
1813;Triquetrohamate ligament
1814;Pisotriquetral ligament
1815;Palmar capitohamate ligament
1816;Palmar trapezoideocapitate ligament
1817;Palmar lunotriquetral ligament
1818;Interosseus intercarpal ligaments
1819;Scapholunate interosseous ligament
1820;Trapeziotrapezoidal interosseous ligament
1821;Capitohamate interosseous ligament
1822;Trapezoideocapitate interosseous ligament
1823;Lunotriquetral interosseous ligament
1824;Pisiform joint
1825;Pisohamate ligament
1826;Pisometacarpal ligament
1827;Carpometacarpal joints
1828;Dorsal carpometacarpal ligaments
1829;Palmar carpometacarpal ligaments
1830;Carpometacarpal joint of thumb
1831;Intermetacarpal joints
1832;Dorsal metacarpal ligaments
1833;Palmar metacarpal ligaments
1834;Interosseous metacarpal ligaments
1835;Metacarpophalangeal joints
1835*1;Articular capsules of metacarpophalangeal joints
1836;Collateral metacarpophalangeal ligaments
1837;Palmar metacarpophalangeal ligaments
1838;Deep transverse metacarpal ligament
1839;Interphalangeal joints of hand
1840;Proximal interphalangeal joints of hand
1840*1;Articular capsules of prox. interphalangeal joints of hand
1841;Distal interphalangeal joints of hand
1841*1;Articular capsules of distal interphalangeal joints of hand
1842;Interphalangeal joint of thumb
1843;Collateral interphalangeal ligaments of hand
1844;Palmar interphalangeal ligaments
1845;Joints of lower limb
1846;Joints of pelvic girdle
1847;Fibrous joints of pelvic girdle
1848;Obturator membrane
1849;Obturator canal
1850;Sacrotuberous ligament
1851;Falciform process
1852;Sacrospinous ligament
1853;Iliolumbar ligament
1854;Cartilaginous joints of pelvic girdle
1855;Pubic symphysis
1856;Interpubic disc
1857;Superior pubic ligament
1858;Inferior pubic ligament
1859;Triradiate cartilage
1860;Synovial joints of pelvic girdle
1861;Sacro-iliac joint
1862;Anterior sacro-iliac ligament
1863;Interosseous sacro-iliac ligament
1864;Posterior sacro-iliac ligament
1865;Joints of free lower limb
1866;Fibrous joints of free lower limb
1867;Interosseous membrane of leg
1868;Tibiofibular syndesmosis
1869;Anterior tibiofibular ligament
1870;Posterior tibiofibular ligament
1871;Transverse tibiofibular ligament
1872;Synovial joints of free lower limb
1873;Hip joint
1874;Zona orbicularis
1875;Iliofemoral ligament
1876;Transverse part of iliofemoral ligament
1877;Descending part of iliofemoral ligament
1878;Ischiofemoral ligament
1879;Pubofemoral ligament
1880;Acetabular labrum
1881;Transverse acetabular ligament
1882;Ligament of head of femur
1883;Knee joint
1883*1;Articular capsule of knee joint
1884;Patellar part of knee joint
1885;Lateral meniscus
1886;Anterior meniscofemoral ligament
1887;Posterior meniscofemoral ligament
1888;Medial meniscus
1889;Transverse ligament of knee
1890;Anterior cruciate ligament
1891;Posterior cruciate ligament
1892;Infrapatellar synovial fold
1893;Alar folds
1894;Ligamentum mucosum
1895;Fibular collateral ligament
1896;Tibial collateral ligament
1897;Superficial part of tibial collateral ligament
1898;Deep part of tibial collateral ligament
1899;Oblique popliteal ligament
1900;Arcuate popliteal ligament
1901;Lateral meniscotibial ligament
1902;Medial meniscotibial ligament
1903;Medial patellofemoral ligament
1903*1;Lateral patellofemoral ligament
1904;Meniscopatellar ligament
1905;Patellotibial ligament
1906;Popliteofibular ligament
1907;Fabellofibular ligament
1908;Infrapatellar fat pad
1909;Superior tibiofibular joint
1910;Anterior ligament of fibular head
1911;Posterior ligament of fibular head
1912;Ankle joint
1913;Medial collateral ligament of ankle
1914;Tibionavicular ligament
1915;Tibiocalcaneal ligament
1916;Anterior tibiotalar ligament
1917;Posterior tibiotalar ligament
1918;Lateral collateral ligament of ankle
1919;Anterior talofibular ligament
1920;Posterior talofibular ligament
1921;Calcaneofibular ligament
1922;Joints of foot
1923;Intertarsal joints
1924;Subtalar joint
1925;Lateral talocalcaneal ligament
1926;Medial talocalcaneal ligament
1927;Posterior talocalcaneal ligament
1928;Talocalcaneal interosseous ligament
1929;Anterior talocalcaneal ligament
1930;Transverse tarsal joint
1931;Bifurcate ligament
1932;Calcaneonavicular ligament
1933;Calcaneocuboid ligament
1934;Long plantar ligament
1935;Talocalcaneonavicular joint
1936;Talonavicular ligament
1937;Plantar calcaneonavicular ligament
1938;Calcaneocuboid joint
1939;Dorsal calcaneocuboid ligament
1940;Plantar calcaneocuboid ligament
1941;Cuneonavicular joint
1942;Dorsal cuneonavicular ligaments
1943;Plantar cuneonavicular ligaments
1944;Cuneocuboid joint
1945;Cuneocuboid interosseous ligament
1946;Dorsal cuneocuboid ligament
1947;Plantar cuneocuboid ligament
1948;Cuboideonavicular joint
1949;Dorsal cuboideonavicular ligament
1950;Plantar cuboideonavicular ligament
1951;Intercuneiform joints
1952;Intercuneiform interosseous ligaments
1953;Dorsal intercuneiform ligaments
1954;Plantar intercuneiform ligaments
1955;Tarsometatarsal joints
1956;Dorsal tarsometatarsal ligaments
1957;Plantar tarsometatarsal ligaments
1958;Cuneometatarsal interosseous ligaments
1959;Intermetatarsal joints
1960;Metatarsal interosseous ligaments
1961;Dorsal metatarsal ligaments
1962;Plantar metatarsal ligaments
1963;Intersesamoid ligament
1964;Metatarsophalangeal joints
1965;Collateral metatarsophalangeal ligaments
1966;Plantar metatarsophalangeal ligaments
1967;Deep transverse metatarsal ligament
1968;Interphalangeal joints of foot
1969;Proximal interphalangeal joints of foot
1970;Distal interphalangeal joints of foot
1971;Interphalageal joint of great toe
1972;Collateral interphalangeal ligaments of foot
1973;Plantar interphalangeal ligaments
1974;Muscular system
1975;Muscles
1976;Skeletal muscle
1977;Striated cutaneous muscle
1978;Striated visceral muscle
1979;Fusiform muscle
1980;Flat muscle
1981;Straight muscle
1982;Triangular muscle
1983;Quadrate muscle
1984;Two-bellied muscle
1985;Two-headed muscle
1986;Three-headed muscle
1987;Four-headed muscle
1988;Unipennate muscle
1989;Bipennate muscle
1990;Multipennate muscle
1991;Orbicular muscle
1992;Sphincter muscle
1993;Dilator muscle
1994;Muscle
1995;Head of muscle
1996;Belly of muscle
1997;Attachment
1998;Superior attachment
1999;Inferior attachment
2000;Medial attachment
2001;Lateral attachment
2002;Proximal attachment
2003;Distal attachment
2004;Fixed end
2005;Mobile end
2006;Muscle fascicle
2007;Endomysium
2008;Perimysium
2009;Epimysium
2010;Tendon
2011;Intermediate tendon
2012;Aponeurosis
2013;Tendinous arch
2014;Muscular trochlea
2015;Fasciae
2016;Fasciae of muscles
2017;Investing fascia
2018;Fascia of individual muscle
2019;Intermuscular septum
2020;Compartment
2021;Retinaculum
2022;Fasciae of body cavities
2023;Parietal fascia
2024;Visceral fascia
2025;Extraperitoneal fascia
2026;Extraperitoneal ligament
2027;Synovial bursae
2028;Synovial bursa
2029;Fibrous layer of synovial bursa
2030;Synovial layer of synovial bursa
2031;Subcutaneous bursa
2032;Submuscular bursa
2033;Subfascial bursa
2034;Subtendinous bursa
2035;Tendon sheaths
2036;Fibrous sheath
2037;Synovial sheath
2038;Vinculum tendinis
2039;Cranial part of muscular system
2040;Muscles of head
2041;Extra-ocular muscles
2042;Superior rectus muscle
2043;Inferior rectus muscle
2044;Medial rectus muscle
2045;Lateral rectus muscle
2046;Check ligament of lateral rectus muscle
2047;Common tendinous ring
2048;Superior oblique muscle
2049;Trochlea of superior oblique muscle
2050;Tendon sheath of superior oblique muscle
2051;Inferior oblique muscle
2052;Levator palpebrae superioris
2053;Superficial muscles of head
2054;Epicranius muscle
2055;Occipitofrontalis muscle
2056;Frontalis muscle
2057;Occipitalis muscle
2058;Temporoparietalis muscle
2059;Epicranial aponeurosis
2060;Facial muscles
2061;Procerus muscle
2062;Nasalis muscle
2063;Transverse part of nasalis
2064;Alar part of nasalis muscle
2065;Depressor septi nasi
2066;Orbicularis oculi muscle
2067;Palpebral part of orbicularis oculi
2068;Ciliary bundle of orbicularis oculi
2069;Deep palpebral part of orbicularis oculi muscle
2070;Orbital part of orbicularis oculi
2071;Corrugator supercilii
2072;Depressor supercilii
2073;Orbicularis oris muscle
2074;Marginal part of orbicularis oris muscle
2075;Labial part of orbicularis oris muscle
2076;Depressor anguli oris
2077;Transversus menti muscle
2078;Risorius muscle
2079;Zygomaticus major muscle
2080;Zygomaticus minor muscle
2081;Levator labii superioris
2082;Levator nasolabialis
2083;Depressor labii inferioris
2084;Levator anguli oris
2085;Modiolus of angulus oris
2086;Bucinator
2087;Mentalis muscle
2088;Extrinsic auricular muscles
2089;Auricularis anterior muscle
2090;Auricularis superior muscle
2091;Auricularis posterior muscle
2092;Intrinsic auricular muscles
2093;Helicis major muscle
2094;Helicis minor muscle
2095;Tragicus muscle
2096;(Muscle of terminal notch)
2097;Pyramidal muscle of auricle
2098;Antitragicus muscle
2099;Transverse muscle of auricle
2100;Oblique muscle of auricle
2101;Muscles of auditory ossicles
2102;Tensor tympani
2103;Stapedius muscle
2104;Masticatory muscles
2105;Masseter
2106;Superficial part of masseter
2107;Deep part of masseter
2108;Temporalis muscle
2109;Lateral pterygoid muscle
2110;Superior head of lateral pterygoid muscle
2111;Inferior head of lateral pterygoid muscle
2112;(Pterygoideus proprius muscle)
2113;Medial pterygoid muscle
2114;Deep head of medial pterygoid muscle
2115;Superficial head of medial pterygoid muscle
2116;Muscles of tongue
2117;Genioglossus muscle
2118;Hyoglossus muscle
2119;Chondroglossus muscle
2120;Ceratoglossus muscle
2121;Styloglossus muscle
2122;Superior longitudinal lingual muscle
2123;Inferior longitudinal lingual muscle
2124;Transversus linguae muscle
2125;Verticalis linguae muscle
2126;Muscles of soft palate (part of muscular system)
2127;Palatine aponeurosis
2128;Levator veli palatini
2129;Tensor veli palatini
2130;Musculus uvulae
2131;Palatoglossus muscle
2132;Palatopharyngeus muscle
2133;Anterior fascicle of palatopharyngeus muscle
2134;Posterior fascicle of palatopharyngeus muscle
2135;Fasciae of head
2136;Masseteric fascia
2137;Parotid fascia
2138;Temporal fascia
2139;Superficial layer of temporal fascia
2140;Deep layer of temporal fascia
2141;Buccal fat pad
2142;Juxta-oral organ
2143;Bursae of head
2144;Bursa of tensor veli palatini
2145;Cervical part of muscular system
2146;Muscles of neck
2147;Platysma
2148;Longus colli muscle
2149;Longus capitis muscle
2150;Rectus anterior capitis muscle
2151;Rectus lateralis capitis muscle
2152;Scalenus anterior muscle
2153;Scalenus medius muscle
2154;Scalenus posterior muscle
2155;(Scalenus minimus muscle)
2156;Sternocleidomastoid muscle
2157;Sternal head of sternocleidomastoid muscle
2158;Clavicular head of sternocleidomastoid muscle
2159;Suprahyoid muscles
2160;Digastric muscle
2161;Anterior belly of digastric muscle
2162;Intermediate tendon of digastric muscle
2163;Posterior belly of digastric muscle
2164;Stylohyoid muscle
2165;Mylohyoid muscle
2166;Geniohyoid muscle
2167;Infrahyoid muscles
2168;Sternohyoid muscle
2169;Omohyoid muscle
2170;Superior belly of omohyoid
2171;Intermediate tendon of omohyoid
2172;Inferior belly of omohyoid muscle
2173;Sternothyroid muscle
2174;Thyrohyoid muscle
2175;(Levator glandulae thyroideae)
2176;Pharyngeal muscles
2177;Pharyngeal raphe
2178;Pterygomandibular raphe
2179;Superior pharyngeal constrictor
2180;Pterygopharyngeal part of superior pharyngeal constrictor
2181;Buccopharyngeal part of superior pharyngeal constrictor
2182;Mylopharyngeal part of superior pharyngeal constrictor
2183;Glossopharyngeal part of superior pharyngeal constrictor
2184;Middle pharyngeal constrictor
2185;Chondropharyngeal part of middle pharyngeal constrictor
2186;Ceratopharyngeal part of middle pharyngeal constrictor
2187;Inferior pharyngeal constrictor
2188;Thyropharyngeal part of inferior pharyngeal constrictor
2189;Cricopharyngeal part of inferior pharyngeal constrictor
2190;Stylopharyngeus muscle
2191;Salpingopharyngeus muscle
2192;Laryngeal muscles
2193;Cricothyroid muscle
2194;Straight part of cricothyroid muscle
2195;Oblique part of cricothyroid muscle
2196;Posterior crico-arytenoid muscle
2197;(Ceratocricoid muscle)
2198;Lateral crico-arytenoid muscle
2199;Thyro-arytenoid muscle
2200;External part of thyro-arytenoid muscle
2201;Thyro-epiglottic part of thyro-arytenoid muscle
2202;Vocalis muscle
2203;Oblique arytenoid muscle
2204;Ary-epiglottic part of oblique arytenoid muscle
2205;Transverse arytenoid muscle
2206;Cervical fasciae
2207;Superficial investing cervical fascia
2208;Suprasternal space
2209;Fascia of infrahyoid muscles
2210;Visceral cervical fascia
2211;Buccopharyngeal fascia
2212;Pretracheal fascia
2213;Suspensory ligament of thyroid gland
2214;Carotid sheath
2215;Deep investing cervical fascia
2216;Prevertebral fascia
2217;Alar fascia
2218;Scalene fascia
2219;Nuchal fascia
2220;Cervical bursae
2221;Subcutaneous bursa of laryngeal prominence
2222;Infrahyoid bursa
2223;Retrohyoid bursa
2224;Dorsal part of muscular system
2225;Hypaxial muscles of back
2226;Trapezius muscle
2227;Descending part of trapezius muscle
2228;Transverse part of trapezius muscle
2229;Ascending part of trapezius muscle
2230;(Transversus nuchae muscle)
2231;Latissimus dorsi muscle
2232;Rhomboid major muscle
2233;Rhomboid minor muscle
2234;Levator scapulae
2235;Serratus posterior inferior muscle
2236;Serratus posterior superior muscle
2237;Anterior intertransversarii colli muscles
2238;Lateral posterior intertransversarii colli muscles
2239;Lateral intertransversarii lumborum muscles
2240;Dorsal parts of lateral intertransversarii lumborum muscles
2241;Ventral parts of lateral intertransversarii lumborum muscles
2242;Thoracolumbar fascia
2243;Posterior layer of thoracolumbar fascia
2244;Thoracolumbar aponeurosis
2245;Middle layer of thoracolumbar fascia
2246;Anterior layer of thoracolumbar fascia
2247;Epaxial muscles
2248;Suboccipital muscles
2249;Rectus posterior major capitis muscle
2250;Rectus posterior minor capitis muscle
2251;Obliquus superior capitis muscle
2252;Obliquus inferior capitis muscle
2253;Suboccipital triangle
2254;Erector spinae
2255;Erector spinae aponeurosis
2256;Intermuscular septum of erector spinae
2257;Iliocostalis muscles
2258;Iliocostalis lumborum muscle
2260;Iliocostalis thoracis muscle
2261;Iliocostalis colli muscle
2262;Longissimus muscles
2263;Longissimus thoracis muscle
2264;Lumbar part of longissimus thoracis muscle
2265;Longissimus colli muscle
2266;Longissimus capitis muscle
2267;Spinalis muscles
2268;Spinalis thoracis muscle
2269;Spinalis colli muscle
2270;Spinalis capitis muscle
2271;Spinotransversales muscles
2272;Splenius muscles
2273;Splenius capitis muscle
2274;Splenius colli muscle
2275;Transversospinal muscles
2276;Multifidus muscles
2277;Multifidus lumborum muscle
2278;Multifidus thoracis muscle
2279;Multifidus colli muscle
2280;Semispinalis muscles
2281;Semispinalis thoracis muscle
2282;Semispinalis colli muscle
2283;Semispinalis capitis muscle
2284;Rotatores
2285;(Rotatores lumborum)
2286;Rotatores thoracis
2287;Long rotatores
2288;Short rotatores
2289;(Rotatores colli)
2290;Interspinales muscles
2291;Interspinales lumborum muscles
2292;Interspinales thoracis muscles
2293;Interspinales colli muscles
2294;Intertransversarii muscles
2295;Medial intertransversarii lumborum muscles
2296;Thoracic intertransversarii muscles
2297;Medial posterior intertransversarii colli muscles
2298;Thoracic part of muscular system
2299;Muscles of thorax
2300;(Sternalis muscle)
2301;Pectoralis major muscle
2302;Clavicular head of pectoralis major muscle
2303;Sternocostal head of pectoralis major muscle
2304;(Abdominal part of pectoralis major muscle)
2305;Pectoralis minor muscle
2306;Subclavius muscle
2307;Serratus anterior muscle
2308;Levatores costarum
2309;Levatores longi costarum
2310;Levatores breves costarum
2311;External intercostal muscles
2312;Internal intercostal muscles
2313;Innermost intercostal muscles
2314;Subcostal muscles
2315;Transversus thoracis muscle
2316;Fasciae of thorax
2317;Pectoral fascia
2318;Clavipectoral fascia
2319;Costocoracoid ligament
2320;Costocoracoid membrane
2321;Suspensory ligament of axilla
2322;Thoracic fascia
2323;Endothoracic fascia
2324;Suprapleural membrane
2325;Phrenicopleural fascia
2326;Superior phrenico-oesophageal ligament
2327;Diaphragm
2328;Right hemidiaphragm
2329;Left hemidiaphragm
2330;Muscle of right hemidiaphragm
2331;Right lumbar part of diaphragm
2332;Right crus of diaphragm
2333;Right hiatus for thoracic splanchnic nerves
2334;Right medial arcuate ligament
2335;Right lateral arcuate ligament
2336;Right costal part of diaphragm
2337;Right sternal part of diaphragm
2338;Right sternocostal triangle
2339;Right lumbocostal triangle
2340;Central tendon
2341;Caval foramen
2342;Aortic hiatus
2343;Median arcuate ligament
2344;Oesophageal hiatus
2345;Muscle of left hemidiaphragm
2346;Left lumbar part of diaphragm
2347;Left crus of diaphragm
2348;Left hiatus for thoracic splanchnic nerves
2349;Left medial arcuate ligament
2350;Left lateral arcuate ligament
2351;Left costal part of diaphragm
2352;Left sternal part of diaphragm
2353;Left sternocostal triangle
2354;Left lumbocostal triangle
2355;Abdominal part of muscular system
2356;Muscles of abdomen
2357;Rectus abdominis muscle
2358;Tendinous intersections
2359;Rectus sheath
2360;Anterior layer of rectus sheath
2361;Posterior layer of rectus sheath
2362;Arcuate line of rectus sheath
2363;Pyramidalis muscle
2364;External abdominal oblique muscle
2365;Inguinal ligament
2366;Lacunar ligament
2367;Pectineal ligament
2368;Reflected inguinal ligament
2369;Superficial inguinal ring
2370;Medial crus of superficial inguinal ring
2371;Lateral crus of superficial inguinal ring
2372;Intercrural fibres
2373;Internal abdominal oblique muscle
2374;Cremaster
2375;Transversus abdominis muscle
2376;Inguinal falx
2377;Linea alba
2378;Umbilical ring
2379;Posterior attachment of linea alba
2380;Semilunar line
2381;Inguinal canal
2382;Quadratus lumborum muscle
2383;Fasciae of abdomen
2384;Investing abdominal fascia
2385;Endo-abdominal fascia
2386;Iliopsoas fascia
2387;Psoas fascia
2388;Iliac fascia
2389;Transversalis fascia
2390;Deep inguinal ring
2391;Interfoveolar ligament
2392;Iliopubic tract
2393;Umbilical fascia
2394;Diaphragmatic fascia
2395;Inferior phrenico-oesophageal ligament
2396;Pelvic part of muscular system
2397;Muscles of pelvis
2398;Perineal body
2399;Postanal septum
2400;Raphe of pelvic diaphragm
2401;Anococcygeal ligament
2402;Pelvic diaphragm
2403;Levator ani
2404;Iliococcygeus muscle
2405;Pubococcygeus muscle
2406;Pubo-analis muscle
2407;Puboperinealis muscle
2408;Puboprostaticus muscle
2409;Pubovaginalis muscle
2410;Urogenital hiatus
2411;Anorectal hiatus
2412;Coccygeus muscle
2413;Perineal muscles
2414;Muscles of urogenital triangle
2415;Superficial perineal space
2416;Superficial transverse perineal muscle
2417;Ischiocavernosus muscle
2418;Bulbospongiosus muscle
2419;Deep perineal space
2420;Deep transverse perineal muscle
2421;Male external urethral sphincter (part of muscular system)
2422;Female external urethral sphincter (muscular system)
2423;Compressor urethrae
2424;Sphincter urethrovaginalis
2425;Muscle of anal triangle
2426;External anal sphincter
2427;Subcutaneous part of external anal sphincter
2428;Superficial part of external anal sphincter
2429;Deep part of external anal sphincter
2430;Pelvic fasciae
2431;Parietal pelvic fascia
2432;Obturator fascia
2433;Supradiaphragmatic part of obturator fascia
2434;Tendinous arch of levator ani
2435;Infradiaphragmatic part of obturator fascia
2436;Pudendal canal
2437;Piriformis fascia
2438;Superior fascia of pelvic diaphragm
2439;Tendinous arch of pelvic fascia
2440;Inferior fascia of pelvic diaphragm
2441;Presacral fascia
2442;Rectosacral fascia
2443;Perineal fascia
2444;Perineal membrane
2445;Transverse perineal ligament
2446;Ischio-anal fossa
2447;Fat body of ischio-anal fossa
2448;Anterior recess of ischio-anal fossa
2449;Muscular system of upper limb
2450;Muscles of upper limb
2451;Scapulohumeral muscles
2452;Deltoid muscle
2453;Clavicular part of deltoid muscle
2454;Acromial part of deltoid muscle
2455;Scapular spinal part of deltoid muscle
2456;Rotator cuff muscles
2457;Supraspinatus muscle
2458;Infraspinatus muscle
2459;Teres minor muscle
2460;Subscapularis muscle
2461;Musculotendinous cuff
2462;Teres major muscle
2463;Anterior compartment of arm
2464;Biceps brachii muscle
2465;Long head of biceps brachii
2466;Short head of biceps brachii
2467;Bicipital aponeurosis
2468;Coracobrachialis muscle
2469;Brachialis muscle
2470;Posterior compartment of arm
2471;Triceps brachii muscle
2472;Long head of triceps brachii
2473;Lateral head of triceps brachii
2474;Medial head of triceps brachii
2475;Articularis cubiti muscle
2476;Anterior compartment of forearm
2477;Superficial part of anterior compartment of forearm
2478;Pronator teres
2479;Superficial head of pronator teres
2480;Deep head of pronator teres
2481;Flexor carpi radialis
2482;Palmaris longus muscle
2483;Flexor carpi ulnaris
2484;Humeral head of flexor carpi ulnaris
2485;Ulnar head of flexor carpi ulnaris
2486;Flexor digitorum superficialis
2487;Humero-ulnar head of flexor digitorum superficialis
2488;Radial head of flexor digitorum superficialis
2489;Common flexor tendon
2490;Deep part of anterior compartment of forearm
2491;Flexor digitorum profundus
2492;Flexor pollicis longus
2493;Pronator quadratus
2494;Posterior compartment of forearm
2495;Superficial part of posterior compartment of forearm
2496;Brachioradialis muscle
2497;Extensor carpi radialis longus
2498;Common extensor tendon
2499;Extensor carpi radialis brevis
2500;Extensor digitorum
2501;Intertendinous connections
2502;Extensor expansion of hand
2503;Extensor hood
2504;Central band of extensor expansion of hand
2505;Collateral bands of extensor expansion of hand
2506;Extensor digiti minimi
2507;Extensor carpi ulnaris
2508;Humeral head of extensor carpi ulnaris
2509;Ulnar head of extensor carpi ulnaris
2510;Anconeus muscle
2511;Deep part of posterior compartment of forearm
2512;Supinator
2513;Humeral head of supinator
2514;Ulnar head of supinator
2515;Extensor indicis
2516;Extensor pollicis longus
2517;Abductor pollicis longus
2518;Extensor pollicis brevis
2519;Muscles of hand
2520;Palmaris brevis muscle
2521;Abductor pollicis brevis
2522;Flexor pollicis brevis
2523;Superficial head of flexor pollicis brevis
2524;Deep head of flexor pollicis brevis
2525;Opponens pollicis muscle
2526;Adductor pollicis
2527;Oblique head of adductor pollicis
2528;Transverse head of adductor pollicis
2529;Abductor digiti minimi of hand
2530;Flexor digiti minimi of hand
2531;Opponens digiti minimi muscle of hand
2532;Lumbrical muscles of hand
2533;Dorsal interossei muscles of hand
2534;Palmar interossei muscles
2535;(Pollical palmar interosseus muscle)
2536;Fasciae of upper limb
2537;Axillary fascia
2538;Supraspinatus fascia
2539;Infraspinatus fascia
2540;Deltoid fascia
2541;Brachial fascia
2542;Medial intermuscular septum of arm
2543;Lateral intermuscular septum of arm
2544;Antebrachial fascia
2545;Palmar carpal ligament
2546;Extensor retinaculum of wrist
2547;Dorsal fascia of hand
2548;Superficial transverse metacarpal ligament
2549;Palmar aponeurosis
2550;Flexor retinaculum of wrist
2551;Carpal tunnel
2552;Ulnar canal
2553;Tendinous chiasm
2554;Bursae of upper limb
2555;Subtendinous bursa of trapezius muscle
2556;(Subcutaneous acromial bursa)
2557;Subacromial bursa
2558;Subdeltoid bursa
2559;(Coracobrachial bursa)
2560;Subtendinous bursa of infraspinatus muscle
2561;Subtendinous bursa of subscapularis muscle
2562;Subtendinous bursa of teres major muscle
2563;Subtendinous bursa of latissimus dorsi muscle
2564;Subcutaneous olecranon bursa
2565;(Intratendinous olecranon bursa)
2566;Subtendinous bursa of triceps brachii muscle
2567;Bicipitoradial bursa
2568;(Interosseous cubital bursa)
2569;Tendon sheaths of upper limb
2570;Intertubercular tendon sheath
2571;Carpal tendon sheaths
2572;Palmar carpal tendon sheaths
2573;Tendon sheath of flexor pollicis longus
2574;Tendon sheath of flexor carpi radialis
2575;Common flexor tendon sheath
2576;Dorsal carpal tendon sheaths
2577;Tendon sheath - abd. pollicis longus - ext. pollicis brevis
2578;Tendon sheath of extensor carpi radialis
2579;Tendon sheath of extensor digiti minimi of the hand
2580;Tendon sheath of extensor pollicis longus
2581;Tendon sheath of extensor digitorum and extensor indicis
2582;Tendon sheath of extensor carpi ulnaris
2583;Tendon sheaths of digits of hand
2584;Fibrous sheaths of digits of hand
2585;Annular part of fibrous sheath
2586;Cruciform part of fibrous sheath
2587;Synovial sheaths of digits of hand
2588;Vincula tendinum of hand
2589;Vinculum longum
2590;Vinculum breve
2591;Muscular system of lower limb
2592;Muscles of lower limb
2593;Iliopsoas muscle
2594;Iliacus muscle
2595;Psoas major
2596;Psoas minor
2597;Superficial gluteal muscles
2598;Gluteus maximus muscle
2599;Gluteus medius muscle
2600;Gluteus minimus muscle
2601;Guteal aponeurosis
2602;Tensor fasciae latae
2603;Deep gluteal muscles
2604;Piriformis muscle
2605;Obturator internus
2606;Superior gemellus muscle
2607;Inferior gemellus muscle
2608;Quadratus femoris muscle
2609;Anterior compartment of thigh
2610;Sartorius muscle
2611;Adductor canal
2612;Pes anserinus
2613;Quadriceps femoris muscle
2614;Rectus femoris muscle
2615;Straight head of rectus femoris
2616;Reflected head of rectus femoris
2617;(Third head of rectus femoris)
2618;Vastus lateralis muscle
2619;Vastus intermedius muscle
2620;Vastus medialis muscle
2621;Tendon of quadriceps femoris muscle
2622;Patellar ligament
2623;Medial patellar retinaculum
2624;Lateral patellar retinaculum
2625;Articularis genus muscle
2626;Medial compartment of thigh
2627;Pectineus muscle
2628;Adductor longus
2629;Adductor brevis
2630;Adductor magnus
2631;Adductor part of adductor magnus
2632;(Adductor minimus)
2633;Ischiocondylar part of adductor magnus
2634;Adductor hiatus
2635;Gracilis muscle
2636;Obturator externus
2637;Posterior compartment of thigh
2638;Biceps femoris muscle
2639;Long head of biceps femoris
2640;Short head of biceps femoris
2641;Semitendinosus muscle
2642;Semimembranosus muscle
2643;Anterior compartment of leg
2644;Tibialis anterior muscle
2645;Extensor digitorum longus
2646;Extensor expansion of foot
2647;Central band of extensor expansion of foot
2648;Collateral bands of extensor expansion of foot
2649;Fibularis tertius muscle
2650;Extensor hallucis longus
2651;Lateral compartment of leg
2652;Fibularis longus muscle
2653;Fibularis brevis muscle
2654;Posterior compartment of leg
2655;Superficial part of posterior compartment of leg
2656;Triceps surae muscle
2657;Gastrocnemius muscle
2658;Lateral head of gastrocnemius
2659;Medial head of gastrocnemius
2660;Soleus muscle
2661;Tendinous arch of soleus muscle
2662;Calcaneal tendon
2663;Plantaris muscle
2664;Deep part of posterior compartment of leg
2665;Popliteus muscle
2666;Tibialis posterior muscle
2667;Flexor digitorum longus
2668;Flexor hallucis longus
2669;Muscles of foot
2670;Extensor hallucis brevis
2671;Extensor digitorum brevis
2672;Abductor hallucis
2673;Flexor hallucis brevis
2674;Medial head of flexor hallucis brevis
2675;Lateral head of flexor hallucis brevis
2676;Adductor hallucis
2677;Oblique head of adductor hallucis
2678;Transverse head of adductor hallucis
2679;Abductor digiti minimi of foot
2680;(Abductor of fifth metatarsal)
2681;(Opponens digiti minimi muscle of foot)
2682;Flexor digiti minimi of foot
2683;Flexor digitorum brevis
2684;Quadratus plantae muscle
2685;Lumbrical muscles of foot
2686;Dorsal interossei muscles of foot
2687;Plantar interossei muscles
2688;Fasciae of lower limb
2689;Fascia lata
2690;Iliotibial tract
2691;Lateral femoral intermuscular septum
2692;Medial femoral intermuscular septum
2693;Vasto-adductor membrane
2694;Muscular space
2695;Iliopectineal arch
2696;Vascular space
2697;Femoral sheath
2698;Femoral canal
2699;Femoral ring
2700;Femoral septum
2701;Femoral triangle (part of muscular system)
2702;Saphenous hiatus
2703;Falciform margin of saphenous hiatus
2704;Superior horn of falciform margin
2705;Inferior horn of falciform margin
2706;Cribriform fascia
2707;Popliteal fascia
2708;Crural fascia
2709;Anterior intermuscular septum of leg
2710;Posterior intermuscular septum of leg
2711;Transverse intermuscular septum of leg
2712;Superior extensor retinaculum of ankle
2713;Inferior extensor retinaculum of ankle
2714;Flexor retinaculum of ankle
2715;Superior fibular retinaculum
2716;Inferior fibular retinaculum
2717;Dorsal fascia of foot
2718;Plantar aponeurosis
2719;Calcaneometatarsal ligament
2720;Transverse fascicles of plantar aponeurosis
