TA2ID;English
3920;Tunica externa of vessel
3921;Tunica media of vessel
3922;Tunica intima of vessel
3923;Venous valve
3924;Lymphatic valve
3925;Vascular plexuses
3926;Venous plexus
3927;Arterial plexus
3928;Rete mirabile
3929;Articular vascular plexus
3930;Lymphatic plexus
3931;Lymphatic rete
3932;Heart
3933;Base of heart
3934;Anterior surface of heart
3935;Inferior surface of heart
3936;Right surface of heart
3937;Left surface of heart
3938;Right border of heart
3939;Inferior border of heart
3940;Left border of heart
3941;Apex of heart
3942;Notch of cardiac apex
3943;Anterior interventricular sulcus
3944;Inferior interventricular sulcus
3945;Coronary sulcus
3946;Sulcus terminalis of heart
3947;Epicardium
3948;Serosa of epicaridum
3949;Subserosa of epicardium
3950;Myocardium
3951;Vortex of heart
3952;Conducting system of heart
3953;Sinu-atrial node
3954;Atrioventricular node
3955;Atrioventricular bundle
3956;Right bundle branch
3957;Left bundle branch
3958;Left anterior branch of atrioventricular bundle
3959;Left intermediate branch of atrioventricular bundle
3960;Left posterior branch of atrioventricular bundle
3961;Subendocardial branches
3962;Endocardium
3963;Cardiac septa
3964;Interatrial septum
3965;Fossa ovalis of right atrium
3966;Limbus fossae ovalis
3967;(Foramen ovale of heart)
3968;Valve of foramen ovale
3969;Atrioventricular septum
3970;Interventricular septum
3971;Muscular part of interventricular septum
3972;Membranous part of interventricular septum
3973;Valvular complex of heart
3974;Fibrous skeleton of heart
3975;Right fibrous ring
3976;Left fibrous ring
3977;Left fibrous trigone
3978;Central fibrous body of heart
3979;Right fibrous trigone
3980;Inferior pyramidal space
3981;Tendon of inferior pyramidal space
3982;Right atrioventricular valve
3983;Right atrioventricular orifice
3984;Superior leaflet of right cuspid valve
3985;Inferior leaflet of right atrioventricular valve
3986;Septal leaflet of right atrioventricular valve
3987;Left atrioventricular valve
3988;Left atrioventricular orifice
3989;Anterior leaflet of left atrioventricular valve
3990;Posterior leaflet of left atrioventricular valve
3991;Commissural leaflets
3992;Root of aorta
3993;Aortic valve
3994;Aortic orifice
3995;Right coronary leaflet
3996;Left coronary leaflet
3997;Non-coronary leaflet
3998;Nodules of semilunar leaflets of aortic valve
3999;Lunules of semilunar leaflets of aortic valve
4000;Commissures of semilunar leaflets of aortic valve
4001;Aortic sinuses
4002;Right coronary aortic sinus
4003;Left coronary aortic sinus
4004;Noncoronary aortic sinus
4005;Interleaflet triangles of aortic valve
4006;Supravalvular ridge of aorta
4007;Root of pulmonary trunk
4008;Pulmonary valve
4009;Opening of pulmonary trunk
4010;Right semilunar leaflet of pulmonary valve
4011;Left semilunar leaflet of pulmonary valve
4012;Anterior semilunar leaflet of pulmonary valve
4013;Nodules of semilunar leaflets of pulmonary valve
4014;Lunules of semilunar leaflets of pulmonary valve
4015;Commissures leaflets of pulmonary valve
4016;Sinuses of pulmonary trunk
4017;Right sinus of pulmonary trunk
4018;Left sinus of pulmonary trunk
4019;Anterior sinus of pulmonary trunk
4020;Interleaflet triangles of pulmonary trunk
4021;Supravalvular ridge of pulmonary trunk
4022;Right atrium
4023;Right auricle of heart
4024;Pectinate muscles of right atrium
4025;Crista terminalis
4026;Smooth part of right atrium
4027;Sinus of venae cavae
4028;Opening of superior vena cava
4029;Opening of coronary sinus
4030;Valve of coronary sinus
4031;Opening of inferior vena cava
4032;Valve of inferior vena cava
4033;Body of right atrium
4034;Vestibule of right atrioventricular valve
4035;Triangle of atrioventricular node
4036;Openings of smallest cardiac veins
4037;Cavotricuspid isthmus
4038;Right ventricle
4039;Inlet of right ventricle
4040;Supraventricular crest
4041;Conus arteriosus
4042;Trabecular part of right ventricle
4043;Papillary muscles of right ventricle
4044;Anterior papillary muscle of right ventricle
4045;Inferior papillary muscle of right ventricle
4046;Septal papillary muscle of right ventricle
4047;Chordae tendineae of right atrioventricular valve
4048;Chordae tendineae spuriae of right ventricle
4049;Trabeculae carneae of right ventricle
4050;Septomarginal trabecula
4051;Parietal limb of septomarginal trabecula
4052;Anterior limb of septomarginal trabecula
4053;Coarse apical trabeculations
4054;Left atrium
4055;Left auricle of heart
4056;Pectinate muscles of left atrium
4057;Smooth part of left atrium
4058;Sinus of pulmonary veins
4059;Openings of pulmonary veins
4060;Body of left atrium
4061;Vestibule of left atrioventricular valve
4062;Left ventricle
4063;Inlet of left ventricle
4064;Aortic vestibule
4065;Trabecular part of left ventricle
4066;Papillary muscles of left ventricle
4067;Superior papillary muscle of left ventricle
4068;Inferior papillary muscle of left ventricle
4069;Chordae tendineae of left atrioventricular valve
4070;Chordae tendineae spuriae of left ventricle
4071;Trabeculae carneae of left ventricle
4072;Fine apical trabeculations
4073;Pulmonary vessels
4074;Pulmonary arteries
4075;Pulmonary trunk
4076;Bifurcation of pulmonary trunk
4077;Right pulmonary artery
4078;Superior lobar artery of right lung
4079;Apical segmental artery of right lung
4080;Anterior segmental artery of right lung
4081;Posterior segmental artery of right lung
4082;Middle lobar artery of right lung
4083;Medial segmental artery of right lung
4084;Lateral segmental artery of right lung
4085;Inferior lobar artery of right lung
4086;Superior segmental artery of right lung
4087;Anterior basal segmental artery of right lung
4088;Lateral basal segmental artery of right lung
4089;Medial basal segmental artery of right lung
4090;Posterior basal segmental artery of right lung
4091;Left pulmonary artery
4092;Ligamentum arteriosum
4093;(Ductus arteriosus)
4094;Superior lobar artery of left lung
4095;Apical segmental artery of left lung
4096;Anterior segmental artery of left lung
4097;Posterior segmental artery of left lung
4098;Lingular artery of left lung
4099;Inferior lingular artery of left lung
4100;Superior lingular artery of left lung
4101;Inferior lobar artery of left lung
4102;Superior segmental artery of left lung
4103;Anterior basal segmental artery of left lung
4104;Lateral basal segmental artery of left lung
4105;Medial basal segmental artery of left lung
4106;Posterior basal segmental artery of left lung
4107;Pulmonary veins
4108;Right superior pulmonary vein
4109;Apical vein of right lung
4110;Anterior vein of right lung
4111;Posterior vein of right lung
4112;Middle lobar vein of right lung
4113;Lateral vein of right lung
4114;Medial vein of right lung
4115;Right inferior pulmonary vein
4116;Superior vein of right lung
4117;Superior basal vein of right lung
4118;Inferior basal vein of right lung
4119;Left superior pulmonary vein
4120;Apicoposterior vein of left lung
4121;Anterior vein of left lung
4122;Lingular vein of left lung
4123;Superior lingular vein of left lung
4124;Inferior lingular vein of left lung
4125;Left inferior pulmonary vein
4126;Superior vein of left lung
4127;Superior basal vein of left lung
4128;Inferior basal vein of left lung
4129;Cardiac vessels
4130;Arteries of heart
4131;Right coronary artery
4132;Conal branch of right coronary artery
4133;Sinu-atrial nodal branch of right coronary artery
4134;Atrial branches of right coronary artery
4135;Intermediate atrial branch of right coronary artery
4136;Anterior ventricular branches of right coronary artery
4137;Right marginal branch of right coronary artery
4138;Inferior interventricular artery
;Interventricular branch of right coronary artery
4139;Septal branches of inferior interventricular artery
4140;Atrioventricular nodal branch of right coronary artery
4141;Right inferolateral branch of right coronary artery
4142;Left coronary artery
4143;Anterior interventricular artery
4144;Conal branch of anterior interventricular artery
4145;Anterior ventricular branches of anterior interventricular artery
4146;Diagonal branch of anterior interventricular artery
4147;Septal branches of anterior interventricular artery
4148;Circumflex artery of heart
4149;Atrial branches of circumflex artery of heart
4150;Atrial anastomotic branch of circumflex artery of heart
4151;Intermediate atrial branch of circumflex artery of heart
4152;Left marginal branch of circumflex artery of heart
4153;Inferior left ventricular branch of circumf. artery of heart
4154;(Sinu-atrial nodal branch of circumflex artery of heart)
4155;(Atrioventricular nodal branch of circumflex artery of heart)
4156;(Inf. intervent. branch of circumf. art. of heart)
4157;Cardiac veins
4158;Coronary sinus
4159;Great cardiac vein
4160;Anterior interventricular vein
4161;Left marginal vein of heart
4162;Inferior vein of left ventricle
4163;Oblique vein of left atrium
4164;Ligament of (left) superior vena cava
4165;Middle cardiac vein
4166;Small cardiac vein
4167;Right marginal vein of heart
4168;Anterior cardiac veins
4169;Smallest cardiac veins
4170;Smallest right atrial veins
4171;Smallest right ventricular veins
4172;Smallest left atrial veins
4173;(Smallest left ventricular veins)
4174;Systemic arteries
4175;Aorta
4176;Ascending aorta
4177;Aortic arch
4178;(Aortic isthmus)
4179;Brachiocephalic trunk
4180;Thyroidea ima artery
4181;Right common carotid artery
4182;Right subclavian artery
4183;Left common carotid artery
4184;Left subclavian artery
4185;Descending aorta
4186;Thoracic aorta
4187;Bronchial branches of aorta
4188;Oesophageal branches of aorta
4189;Pericardial branches of aorta
4190;Mediastinal branches of aorta
4191;Posterior intercostal arteries
4192;Posterior intercostal artery
4193;Dorsal branch of posterior intercostal artery
4194;Medial dorsal cutaneous branch-posterior intercostal artery
4195;Lateral dorsal cutaneous branch-posterior intercostal artery
4196;Spinal branch of posterior intercostal artery
4197;Collateral branch of posterior intercostal artery
4198;Lateral cutaneous branch of posterior intercostal artery
4199;Lateral mammary branches of posterior intercostal artery
4200;(Aberrant artery)
4201;Superior phrenic arteries
4202;Subcostal artery
4203;Dorsal branch of subcostal artery
4204;Spinal branch of subcostal artery
4205;Abdominal aorta
4206;Inferior phrenic artery
4207;Superior suprarenal arteries
4208;Lumbar arteries
4209;Dorsal branch of lumbar arteries
4210;Spinal branch of lumbar artery
4211;Coeliac trunk
4212;Left gastric artery
4213;Oesophageal branch of lumbar artery
4214;Common hepatic artery
4215;Gastroduodenal artery
4216;(Supraduodenal artery)
4217;Posterior superior pancreaticoduodenal artery
4218;Pancreatic branches of pos. sup. pancreaticoduodenal art.
4219;Duodenal branches of post. sup. pancreaticoduodenal art.
4220;Retroduodenal arteries
4221;Right gastro-omental artery
4222;Gastric branches of right gastro-omental artery
4223;Omental branches of right gastro-omental artery
4224;Arterior superior pancreaticoduodenal artery
4225;Pancreatic branches of ant. sup. pancreaticoduodenal artery
4226;Duodenal branches of ant. sup. pancreaticoduodenal artery
4227;Proper hepatic artery
4228;Right gastric artery
4229;Right hepatic artery
4230;Cystic artery
4231;Right artery of caudate lobe
4232;Anterior segmental artery of liver
4233;Posterior segmental artery of liver
4234;Left hepatic artery
4235;Left artery of caudate lobe
4236;Medial segmental artery of liver
4237;Lateral segmental artery of liver
4238;Intermediate branch of left hepatic artery
4239;Splenic artery
4240;Pancreatic branches of splenic artery
4241;Dorsal pancreatic artery
4242;Inferior pancreatic artery
4243;Prepancreatic artery
4244;Great pancreatic artery
4245;Artery of tail of pancreas
4246;Posterior gastric artery
4247;Splenic branches of splenic artery
4248;Left gastro-omental artery
4249;Gastric branches of left gastro-omental artery
4250;Omental branches of left gastro-omental artery
4251;Short gastric arteries
4252;Superior mesenteric artery
4253;Inferior pancreaticoduodenal artery
4254;Anterior inferior pancreaticoduodenal artery
4255;Posterior inferior pancreaticoduodenal artery
4256;Jejunal arteries
4257;Ileal arteries
4258;Ileocolic artery
4259;Anterior caecal artery
4260;Posterior caecal artery
4261;Appendicular artery
4262;Ileal branch of ileocolic artery
4263;Colic branch of ileocolic artery
4264;Right colic artery
4265;Middle colic artery
4266;Marginal artery
4267;Intercolic anastomotic artery
4268;Middle suprarenal artery
4269;Renal artery
4270;Capsular branches of renal artery
4271;Inferior suprarenal artery
4272;Anterior branch of renal artery
4273;Superior segmental artery of kidney
4274;Anterior superior segmental artery of kidney
4275;Anterior inferior segmental artery of kidney
4276;Inferior segmental artery of kidney
4277;Posterior branch of renal artery
4278;Posterior segmental artery of kidney
4279;Ureteric branches of renal artery
4280;Intrarenal arteries
4281;Interlobar artery of kidney
4282;Arcuate artery of kidney
4283;Interlobular artery of kidney
4284;(Accessory renal artery)
4285;Ovarian artery
4286;Ureteric branches of ovarian artery
4287;Tubal branches of ovarian artery
4288;Testicular artery
4289;Ureteric branches of testicular
4290;Epididymal branches of testicular artery
4291;Inferior mesenteric artery
4292;Left colic artery
4293;Ascending branch of left colic artery
4294;Descending branch of left colic artery
4295;Sigmoid arteries
4296;Superior anorectal artery
4297;Aortic bifurcation
4298;Median sacral artery
4299;Arteriae lumbales imae
4300;Lateral sacral branches of median sacral artery
4301;Common iliac artery
4302;Internal iliac artery
4303;Posterior division of internal iliac artery
4304;Iliolumbar artery
4305;Lumbar branch of iliolumbar artery
4306;Spinal branch of iliolumbar artery
4307;Iliacus branch of iliolumbar artery
4308;Lateral sacral arteries
4309;Spinal branches of lateral sacral artery
4310;Superior gluteal artery
4311;Superficial branch of superior gluteal artery
4312;Deep branch of superior gluteal artery
4313;Superior branch of superior gluteal artery
4314;Inferior branch of superior gluteal artery
4315;Anterior division of internal iliac artery
4316;Umbilical artery
4317;Patent part of umbilical artery
4318;Artery of ductus deferens
4319;Ureteric branches of artery of ductus deferens
4320;Superior vesical arteries
4321;Occluded part of umbilical artery
4322;Medial umbilical ligament
4323;Obturator artery
4324;Pubic branch of obturator artery
4325;Acetabular branch of obturator artery
4326;Anterior branch of obturator artery
4327;Posterior branch of obturator artery
4328;Inferior vesical artery
4329;Prostatic branches of inferior vesical artery
4330;Uterine artery
4331;Helicine branches of uterine artery
4332;Vaginal branches of uterine artery
4333;(Azygos artery of vagina)
4334;Ovarian branch of uterine artery
4335;Tubal branch of uterine artery
4336;Vaginal artery
4337;Inferior vesical branches of vaginal artery
4338;Middle anorectal artery
4339;Vaginal branches of middle anorectal artery
4340;Prostatic branches of middle anorectal artery
4341;Internal pudendal artery
4342;Inferior anorectal artery
4343;Perineal artery
4344;Posterior labial arteries
4345;Posterior scrotal arteries
4346;Artery of bulb of vestibule
4347;Artery of bulb of penis
4348;Urethral artery
4349;Deep artery of clitoris
4350;Deep artery of penis
4351;Helicine branches of deep artery of penis
4352;Perforating arteries of penis
4353;Dorsal artery of clitoris
4354;Dorsal artery of penis
4355;Inferior gluteal artery
4356;Arteria comitans of sciatic nerve
4357;External iliac artery
4358;Inferior epigastric artery
4359;Pubic branch of inferior epigastric artery
4360;(Accessory obturator artery)
4361;(Aberrant obturator artery)
4362;Cremasteric artery
4363;Artery of round ligament of uterus
4364;Deep circumflex iliac artery
4365;Ascending branch of deep circumflex iliac artery
4366;Common carotid artery
4367;Carotid sinus
4368;Carotid bifurcation
4369;External carotid artery
4370;Superior thyroid artery
4371;Infrahyoid branch of superior thyroid artery
4372;Sternocleidomastoid branch of superior thyroid artery
4373;Superior laryngeal artery
4374;Cricothyroid branch of superior thyroid artery
4375;Anterior glandular branch of superior thyroid artery
4376;Posterior glandular branch of superior thyroid artery
4377;Lateral glandular branch of superior thyroid artery
4378;Ascending pharyngeal artery
4379;Posterior meningeal artery
4380;Pharyngeal branches of ascending pharyngeal artery
4381;Inferior tympanic artery
4382;(Linguofacial trunk)
4383;Lingual artery
4384;Suprahyoid branch of lingual artery
4385;Dorsal lingual branches of lingual artery
4386;Sublingual artery
4387;Deep lingual artery
4388;Facial artery
4389;Ascending palatine artery
4390;Tonsillar branch of facial artery
4391;Submental artery
4392;Glandular branches of facial artery
4393;Inferior labial artery
4394;Superior labial artery
4395;Nasal septal branch of superior labial artery
4396;Lateral nasal branch of facial artery
4397;Angular artery
4398;Occipital artery
4399;Mastoid branch of occipital artery
4400;Auricular branch of occipital artery
4401;Sternocleidomastoid branches of occipilal artery
4402;Occipital branches of occipital artery
4403;(Meningeal branch of occipital artery)
4404;Descending branch of occipital artery
4405;Posterior auricular artery
4406;Stylomastoid artery
4407;Posterior tympanic artery
4408;Mastoid branches of posterior tympanic artery
4409;(Stapedial branch of posterior tympanic artery)
4410;Auricular branch of posterior auricular artery
4411;Occipital branch of posterior auricular artery
4412;Parotid branch of posterior auricular artery
4413;Superficial temporal artery
4414;Parotid branch of superficial temporal artery
4415;Temporomandibular branch of superficial temporal artery
4416;Transverse facial artery
4417;Anterior auricular branches of superficial temporal artery
4418;Zygomatico-orbital artery
4419;Middle temporal artery
4420;Frontal branch of superficial temporal artery
4421;Parietal branch of superficial temporal artery
4422;Maxillary artery
4423;Deep auricular artery
4424;Temporomandibular branch of deep auricular artery
4425;Anterior tympanic artery
4426;Inferior alveolar artery
4427;Mylohyoid branch of inferior alveolar artery
4428;Dental branches of inferior alveolar artery
4429;Peridental branches of inferior alveolar artery
4430;Mental branch of inferior alveolar artery
4431;Middle meningeal artery
4432;Accessory branch of middle meningeal artery
4433;Frontal branch of middle meningeal artery
4434;Orbital branch of middle meningeal artery
4435;Parietal branch of middle meningeal artery
4436;Petrosal branch of middle meningeal artery
4437;Superior tympanic artery
4438;Anastomotic branch of middle meningeal artery with lacrimal
4439;Masseteric artery
4440;Anterior deep temporal artery
4441;Posterior deep temporal artery
4442;Pterygoid branches of posterior deep temporal artery
4443;Buccal artery
4444;Posterior superior alveolar artery
4445;Dental branches of posterior superior alveolar artery
4446;Peridental branches of posterior superior alveolar artery
4447;Infra-orbital artery
4448;Middle superior alveolar artery
4449;Dental branches of middle superior alveolar artery
4450;Peridental branches of middle superior alveolar artery
4451;Anterior superior alveolar artery
4452;Dental branches of anterior superior alveolar artery
4453;Peridental branches of anterior superior alveolar artery
4454;Artery of pterygoid canal
4455;Pharyngeal branch of artery of pterygoid canal
4456;Descending palatine artery
4457;Greater palatine artery
4458;Lesser palatine arteries
4459;Pharyngeal branch of descending palatine artery
4460;Sphenopalatine artery
4461;Posterior lateral nasal branches of sphenopalatine artery
4462;Posterior septal branches of sphenopalatine artery
4463;Internal carotid artery
4464;Caroticotympanic arteries
4465;Carotid syphon
4466;Meningeal branches of internal carotid artery
4467;Inferior hypophysial artery
4468;Superior hypophyseal artery
4469;Ophthalmic artery
4470;Central retinal artery
4471;Superior temporal retinal arteriole
4472;Inferior temporal retinal arteriole
4473;Superior nasal retinal arteriole
4474;Inferior nasal retinal arteriole
4475;Macular arterioles
4476;Lacrimal artery
4477;Recurrent meningeal branch of lacrimal artery
4478;Lateral palpebral arteries
4479;Short posterior ciliary arteries
4480;Vascular circle of optic nerve
4481;Long posterior ciliary arteries
4482;Major arterial circle of iris
4483;Minor arterial circle of iris
4484;Muscular arteries
4485;Anterior ciliary arteries
4486;Supra-orbital artery
4487;Anterior ethmoidal artery
4488;Anterior meningeal branch of anterior ethmoidal artery
4489;Anterior septal branches of anterior ethmoidal artery
4490;Anterior lateral nasal branches of anterior ethmoidal artery
4491;(Middle ethmoidal artery)
4492;Posterior ethmoidal artery
4493;Meningeal branch of posterior ethmoidal artery
4494;Septal branches of posterior ethmoidal artery
4495;Lateral nasal branches of posterior ethmoidal artery
4496;Medial palpebral arteries
4497;Superior palpebral arch
4498;Inferior palpebral arch
4499;Supratrochlear artery
4500;Dorsal nasal artery
4501;Anterior choroidal artery
4502;Anterior cerebral artery
4503;Anteromedial central branches of anterior cerebral artery
4504;Orbitofrontal branches of anterior cerebral artery
4505;Callosomarginal artery
4506;Frontal branches of callosomarginal artery
4507;Pericallosal artery
4508;Parietal branches of pericallosal artery
4509*1;Middle cerebral artery (M1-segment)
4509*2;Middle cerebral artery (M2-segment)
4509*3;Middle cerebral artery (M3-segment)
4510;Anterolateral central arteries
4511;Orbitofrontal branches of middle cerebral artery
4512;Insular branches of middle cerebral artery (M2)
4513;Temporal branches of middle cerebral artery
4514;Frontal branches of middle cerebral artery
4515;Parietal branches of middle cerebral artery
4516;Cerebral arterial circle
4517;Anterior communicating artery
4518;Anteromedial central branches-anterior communicating artery
4519;Precommunicating cerebral artery
4520;Communicating carotid artery
4521;Posterior communicating artery
4522;Posteromedial central branches of post. communicating artery
4523;Precommunicating part of posterior cerebral artery
4524;Arteries of spinal cord
4525;Anterior spinal artery
4526;Union of anterior spinal branches of vertebral artery
4527;Posterior spinal arteries
4528;Spinal arterial branches
4529;Spinal arterial branch
4530;Postcentral arterial branch
4531;Prelaminar arterial branch
4532;Radicular arteries
4533;Anterior radicular artery
4534;Posterior radicular artery
4535;Arteria medullaris segmentalis
4536;Great radicular artery
4537;Subclavian artery
4538;Vertebral artery
4539;Spinal branches of vertebral artery
4540;Muscular branches of vertebral artery
4541;Meningeal branches of vertebral artery
4542;Posterior inferior cerebellar artery
4543;Posterior spinal branch of posterior inf. cerebellar artery
4544;Choroidal branches to fourth ventricle
4545;Anterior spinal branch of vertebral artery
4546;Medial medullary branches of vertebral artery
4547;Lateral medullary branches of vertebral artery
4548;Basilar artery
4549;Union of vertebral arteries
4550;Anterior inferior cerebellar artery
4551;Labyrinthine artery
4552;Anterior vestibular artery
4553;Common cochlear artery
4554;Vestibulocochlear artery
4555;Posterior vestibular branch of vestibulocochlear artery
4556;Cochlear branch of vestibulocochlear artery
4557;Proper cochlear artery
4558;Spiral modiolar artery
4559;Pontine branches of basilar artery
4560;Medial pontine branches of basilar artery
4561;Lateral pontine branches of basilar artery
4562;Mesencephalic branches of basilar artery
4563;Superior cerebellar artery
4564;Bifurcation of basilar artery
4565;Posterior cerebral artery
4566;Posteromedial central arteries
4567;Posterolateral central arteries
4568;Posterior choroidal branches of posterior cerebral artery
4569;Medial posterior choroidal branch of post. cerebral artery
4570;Lateral posterior choroidal branch of post. cerebral artery
4571;Parieto-occipital artery
4572;Lateral occipital artery
4573;Temporal branches of lateral occipital artery
4574;Medial occipital artery
4575;Occipital branches of medial occipital artery
4576;Internal thoracic artery
4577;Mediastinal branches of internal thoracic artery
4578;Thymic branches of internal thoracic artery
4579;(Bronchial branches of internal thoracic artery)
4580;(Tracheal branches of internal thoracic artery)
4581;Pericardiacophrenic artery
4582;Sternal branches of internal thoracic artery
4583;Perforating branches of internal thoracic artery
4584;Medial mammary internal thoracic artery
4585;(Lateral costal branch of internal thoracic artery)
4586;Anterior intercostal branches of internal thoracic artery
4587;Musculophrenic artery
4588;Superior epigastric artery
4589;(Lateral internal thoracic artery)
4590;Thyrocervical trunk
4591;Inferior thyroid artery
4592;Inferior laryngeal artery
4593;Glandular branches of inferior thyroid artery
4594;Pharyngeal branches of inferior thyroid artery
4595;Oesophageal thyroid artery
4596;Tracheal branches of inferior thyroid artery
4597;Ascending cervical artery
4598;Spinal branches of ascending cervical artery
4599;Suprascapular artery
4600;Acromial branch of suprascapular artery
4601;Transverse cervical artery
4602;(Superficial branch of transverse cervical artery)
4603;Ascending branch of transverse cervical artery
4604;Descending branch of transverse cervical artery
4605;(Deep branch of transverse cervical artery)
4606;Dorsal scapular artery
4607;Costocervical trunk
4608;Deep cervical artery
4609;Supreme intercostal artery
4610;First posterior intercostal artery
4611;Dorsal branch of first posterior intercostal artery
4612;Spinal branch of first posterior intercostal artery
4613;Second posterior intercostal artery
4614;Dorsal branch of second posterior intercostal artery
4615;Spinal branch of second posterior intercostal artery
4616;Axillary artery
4617;Subscapular branches of axillary artery
4618;Superior thoracic artery
4619;Thoraco-acromial artery
4620;Acromial branch of thoraco-acromial artery
4621;Acromial anastomosis
4622;Clavicular branch of thoraco-acromial artery
4623;Deltoid branch of thoraco-acromial artery
4624;Pectoral branches of thoraco-acromial artery
4625;Lateral thoracic artery
4626;Lateral mammary branches of lateral thoracic artery
4627;Subscapular artery
4628;Thoracodorsal artery
4629;Circumflex scapular artery
4630;Anterior circumflex humeral artery
4631;Posterior circumflex humeral artery
4632;Brachial artery
4633;(Superficial brachial artery)
4634;Deep brachial artery
4635;Nutrient arteries of humerus
4636;Deltoid branch of deep brachial artery
4637;Middle collateral artery
4638;Radial collateral artery
4639;Superior ulnar collateral artery
4640;Inferior ulnar collateral artery
4641;Radial artery
4642;Radial recurrent artery
4643;Nutrient artery of radius
4644;Palmar carpal branch of radial artery
4645;Superficial palmar branch of radial artery
4646;Dorsal carpal branch of radial artery
4647;Dorsal carpal anastomosis
4648;Dorsal metacarpal arteries
4649;Dorsal digital arteries of hand
4650;Princeps pollicis artery
4651;Radialis indicis artery
4652;Deep palmar arch
4653;Palmar metacarpal arteries
4654;Perforating branches of palmar metacarpal arteries
4655;Ulnar artery
4656;(Ulnar recurrent artery)
4657;Anterior ulnar recurrent artery
4658;Posterior ulnar recurrent artery
4659;Cubital anastomosis
4660;Nutrient artery of ulna
4661;Common interosseous artery
4662;Anterior interosseous artery
4663;Median artery
4664;(Persistent median artery)
4665;Posterior interosseous artery
4666;Recurrent interosseous artery
4667;Perforating branch of posterior interosseous artery
4668;Dorsal carpal branch of ulnar artery
4669;Palmar carpal branch of ulnar artery
4670;Deep palmar branch of ulnar artery
4671;Superficial palmar arch
4672;Common palmar digital arteries
4673;Proper palmar digital arteries
4674;Femoral artery
4675;Superficial epigastric artery
4676;Superficial circumflex iliac artery
4677;Superficial external pudendal artery
4678;Deep external pudendal artery
4679;Anterior labial arteries
4680;Anterior scrotal arteries
4681;Inguinal branches of deep external pudendal artery
4682;Descending genicular artery
4683;Saphenous descending genicular artery
4684;Articular branches of descending genicular artery
4685;Deep femoral artery
4686;Medial circumflex femoral artery
4687;Superficial branch of medial circumflex femoral artery
4688;Deep branch of medial circumflex femoral artery
4689;Acetabular branch of medial circumflex femoral artery
4690;Ascending branch of medial circumflex femoral artery
4691;Descending branch of medial circumflex femoral artery
4692;Lateral circumflex femoral artery
4693;Ascending branch of lateral circumflex femoral artery
4694;Transverse branch of lateral circumflex femoral artery
4695;Descending branch of lateral circumflex femoral artery
4696;Perforating femoral arteries
4697;Nutrient arteries of femur
4698;Cruciate anastomosis
4699;Popliteal artery
4700;Superior lateral genicular artery
4701;Superior medial genicular artery
4702;Middle genicular arteries
4703;Sural arteries
4704;Inferior lateral genicular artery
4705;Inferior medial genicular artery
4706;Genicular anastomosis
4707;Patellar anastomosis
4708;Anterior tibial artery
4709;Anterior tibial recurrent artery
4710;(Posterior tibial recurrent artery)
4711;Anterior lateral malleolar artery
4712;Anterior medial malleolar artery
4713;Lateral malleolar network
4714;Dorsalis pedis artery
4715;Lateral tarsal artery
4716;Medial tarsal arteries
4717;Arcuate artery
4718;Dorsal metatarsal arteries
4719;Dorsal digital arteries of foot
4720;Deep plantar artery
4721;Posterior tibial artery
4722;Circumflex fibular branch of posterior tibial artery
4723;Nutrient arteries of tibia
4724;Medial malleolar branches of posterior tibial artery
4725;Medial malleolar network
4726;Calcaneal branches of posterior tibial artery
4727;Fibular artery
4728;Perforating branch of fibular artery
4729;Communicating artery of fibular artery
4730;Lateral malleolar branch of fibular artery
4731;Calcaneal branches of fibular artery
4732;Calcaneal anastomosis
4733;Nutrient artery of fibula
4734;Medial plantar artery
4735;Deep branch of medial plantar artery
4736;Superficial branch of medial plantar artery
4737;Lateral plantar artery
4738;Plantar arch
4739;Plantar metatarsal arteries
4740;Perforating branches of plantar metatarsal arteries
4741;Common plantar digital arteries
4742;Proper plantar digital arteries
4743;(Superficial plantar arch)
4744;Systemic veins
4745;Superior vena cava
4746;Union of brachiocephalic veins
4747;Azygos vein
4748;Arch of azygos vein
4749;Right superior intercostal vein
4750;Right posterior intercostal veins
4751;Oesophageal tributaries of azygos vein
4752;Bronchial tributaries of azygos vein
4753;Pericardial tributaries of azygos vein
4754;Mediastinal tributaries of azygos vein
4755;Right superior phrenic vein
4756;Right subcostal vein
4757;Right ascending lumbar vein
4758;Accessory hemi-azygos vein
4759;Middle left posterior intercostal veins
4760;Oesophageal accessory hemi-azygos vein
4761;Bronchial tributaries of accessory hemi-azygos vein
4762;Pericardial tributaries of accessory hemi-azygos vein
4763;Mediastinal tributaries of accessory hemi-azygos vein
4764;Hemi-azygos vein
4765;Inferior left posterior intercostal veins
4766;Oesophageal tributaries of hemi-azygos vein
4767;Pericardial tributaries of hemi-azygos vein
4768;Mediastinal tributaries of hemi-azygos vein
4769;Left superior phrenic vein
4770;Left subcostal vein
4771;Left ascending lumbar vein
4772;Brachiocephalic vein
4773;Thymic veins
4774;Pericardial tributaries of brachiocephalic vein
4775;Pericardiacophrenic veins
4776;Mediastinal tributaries of brachiocephalic vein
4777;Bronchial tributaries of brachiocephalic vein
4778;Tracheal veins
4779;Oesophageal brachiocephalic vein
4780;Vertebral vein
4781;Occipital vein
4782;Anterior vertebral vein
4783;(Accessory vertebral vein)
4784;Suboccipital venous plexus
4785;Deep cervical vein
4786;Internal thoracic veins
4787;Superior epigastric veins
4788;Subcutaneous abdominal veins
